escola_slug,escola_nome,ano,estado,grupo,titulo_samba,compositores,interpretacao
estacio-de-sa,Estácio de Sá,2026,RJ,Série Ouro,Tata Tancredo - O Papa Negro no Terreiro do Estácio,,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2004,SP,Grupo de Espera,Boanoite.com,"Marcão Companhia, Edson JP, Nilson Nassa e Edinho Madureira",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2005,SP,Grupo 3 Oeste,"Ó Pátria Amada, Idolatrada, SOS...","Edson JP, Nilson Nassa, Edinho Madureira e Toninho Penteado",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2006,SP,Grupo de Espera,Ainda Há Tempo... E Se Chover Vai Melhorar,"Edinho Gomes, Nando do Cavaco e Eliseu",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2007,SP,Grupo 3,Guarapiranga 100 Anos,"Edinho Gomes, Nando do Cavaco, Eliseu e Nilson Nassa",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2008,SP,Grupo 2,"Feijoada, Das Sobras ao Prato Principal","Silas Augusto, Edu Montanha e Ramon Lima",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2009,SP,Grupo 1,"1,2,3... Abracadabra! Além da Mágica",Wagnão,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2010,SP,Grupo 1,"Óxente Cabra da Peste, São Paulo Capital do Nordeste","Baianinho do Cavaco, Dodô e Léco",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2012,SP,Grupo de Acesso,"Quem sabe muitas vezes não diz, quem diz muitas vezes não sabe. Sabedoria é o segredo da vida",,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2013,SP,Grupo de acesso,Reluz na constelação da Terceiro Milênio uma maravilha de estrela chamada Elke,"Chitão, Silvinho, Biro, Manoel Duarte e Bira",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2014,SP,Grupo de acesso,Xirê! Louvação aos orixás,"Edimar do Salgueiro, Wesley Rios, Cássio de Oliveira, Ronaldo Brás, Edson Salim, Wagninho Sempre Soube e Lucas Mascarenhas",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2015,SP,Grupo 1-UESP,Deus aponta a Estrela que vai brilhar!,"Netto SP, Ricardo, Maradona, Turko, Paulinho Miranda e Rodrigo Stabel",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2016,SP,Grupo 1-UESP,"Na alegria e na tristeza, na saúde e na doença amando-te e respeitando-te!",,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2017,SP,Grupo de Acesso,Para bom entendedor um pingo é letra e o símbolo uma palavra,"Ricardo Neto, Maradona, Turko, Rafa do Cavaco, Leandro flecha e Lucas Mascarenhas",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2018,SP,Grupo de Acesso 2,Na força da Coruja. Deixe a lenda te guiar,Marcelo Casa Nossa e Darlan Alves,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2019,SP,Grupo de acesso 2,Coragem! Somos nós que fazemos a vida,,
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2020,SP,Grupo de Acesso 1,No coração da floresta nascem estrelas que brilham no meu carnaval,"Rodrigo Schumaker, Maurício Pito, Felipe Mendonça, Matheus Nassar e Fredy Vianna",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2022,SP,Grupo de acesso 1,Ô abre alas que elas vão passar!,"Grazzi Brasil, Fredy Vianna, Felipe Mendonça, Maurício Pito, Matheus Nassar E Rodrigo Schumaker",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2023,SP,Grupo Especial,Me dê sua tristeza que eu transformo em alegria! Um tributo à arte de fazer rir,"Pitty de Menezes, Thiago Meiners, Claudio Mattos, Wilson Mineiro e Marquinhos Bonsucesso",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2024,SP,Grupo de Acesso 1,Vovó Cici Conta e o Grajaú Canta: O Mito da Criação,"Thiago Meiners, Darlan Alves, Rodrigo Schumacker, Pitty de Menezes e Claudio Mattos",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2025,SP,Grupo Especial,Muito Além do Arco-Íris! Tire o preconceito do caminho que nós vamos passar com o amor,"Rodrigo Minuetto, Rodolfo Minuetto, Gui Cruz, Portuga, Imperial, Reinaldo Marques, Willian Tadeu e Vitor Gabriel",
estrela-do-terceiro-milenio,Estrela do Terceiro Milênio,2026,SP,Grupo Especial,"Hoje a Poesia vem ao nosso encontro: Paulo César Pinheiro, uma viagem pela vida e obra do poeta das canções","Rodrigo Shumacker, Thiago Meiners, Freddy Vianna, Pitty de Menezes, Claudio Mattos, Morganti Tubino, Ítalo Pires, Herval Neto, Beto Savanna, Wilson Mineiro e Anderson Lemos",
gavioes-da-fiel,Gaviões da Fiel,1989,SP,Grupo 1,Preto e Branco na Avenida,"Biro, Xavier, Frutuoso, Deolindo e Baixinho Do Banjo",
gavioes-da-fiel,Gaviões da Fiel,1990,SP,Grupo Especial,O Homem Nasceu Para Voar,Pantera e Rogério PC,
gavioes-da-fiel,Gaviões da Fiel,1991,SP,Grupo 1,A Dança das Horas,,
gavioes-da-fiel,Gaviões da Fiel,1992,SP,Grupo Especial,Cidade Aquariana,,
gavioes-da-fiel,Gaviões da Fiel,1993,SP,Grupo Especial,A Chave do Tempo,,
gavioes-da-fiel,Gaviões da Fiel,1994,SP,Grupo Especial,A Saliva do Santo e o Veneno da Serpente,Grego e Magal,
gavioes-da-fiel,Gaviões da Fiel,1995,SP,Grupo Especial,Coisa Boa é Pra Sempre,,
gavioes-da-fiel,Gaviões da Fiel,1996,SP,Grupo Especial,Quem Viver Verá o Vinte Virar,"Alemão do Cavaco, Luis Carlos Lopes e Luis Eduardo Gomes",
gavioes-da-fiel,Gaviões da Fiel,1997,SP,Grupo Especial,Mundo da Rua,,
gavioes-da-fiel,Gaviões da Fiel,1998,SP,Grupo Especial,Corinthians Meu Mundo é Você,"Alemão do Cavaco, José Rifai e Ernesto Teixeira",
gavioes-da-fiel,Gaviões da Fiel,1999,SP,Grupo Especial,O Príncipe Encoberto ou a Busca de São Sebastião na Ilha de São Luís do Maranhão,,
gavioes-da-fiel,Gaviões da Fiel,2000,SP,Grupo Especial,Um Voo Para a Liberdade,"Zé Rifai, Alemão do Cavaco, Ernesto Teixeira e Armando da Mangueira",
gavioes-da-fiel,Gaviões da Fiel,2001,SP,Grupo Especial,Mitos e Magias na Triunfante Odisséia da Criação,"José Rifai, Alemão do Cavaco e Ernesto Teixeira",
gavioes-da-fiel,Gaviões da Fiel,2002,SP,Grupo Especial,Xeque-Mate,José Rifai e Alemão do Cavaco,
gavioes-da-fiel,Gaviões da Fiel,2003,SP,Grupo Especial,As Cinco Deusas Encantadas na Corte do Rei Gavião,,
gavioes-da-fiel,Gaviões da Fiel,2004,SP,Grupo Especial,Idéias e Paixões - Combustíveis das Revoluções,Binho e Claudinho,
gavioes-da-fiel,Gaviões da Fiel,2005,SP,Grupo de Acesso,"Renasce, Sacode a Poeira e dá a Volta por Cima","José Rifai, Ernesto Teixeira, Alemão do Cavaco e Grego",
gavioes-da-fiel,Gaviões da Fiel,2006,SP,Grupo Especial,Asas da Fascinação,Ernesto Teixeira e Alemão do Cavaco,
gavioes-da-fiel,Gaviões da Fiel,2007,SP,Grupo de Acesso,"Anchieta, José do Brasil",Binho e Claudinho,
gavioes-da-fiel,Gaviões da Fiel,2008,SP,Grupo Especial,"Nas asas dos Gaviões, rumo ao portal dos Sertões - Santana de Parnaíba: berço de bandeirantes",,
gavioes-da-fiel,Gaviões da Fiel,2009,SP,Grupo Especial,"O sonho comanda a vida, quando o homem sonha o mundo avança. A fantástica velocidade da roda para a evolução humana. É pura adrenalina !",,
gavioes-da-fiel,Gaviões da Fiel,2010,SP,Grupo Especial,"Corinthians... minha vida, minha história, meu amor!","Luciano Costa, Fadico, Araken, Flávio Rocha, Gustavo Henrique e Júnior Fionda",
gavioes-da-fiel,Gaviões da Fiel,2011,SP,Grupo Especial,"Do mar das pérolas e das areias, do deserto à cidade do futuro-Dubai, o sonho do rei Maktoum","Luciano Costa, Araken Fadico, Flávio Rocha, Tité e Wellington Gonçalves",
gavioes-da-fiel,Gaviões da Fiel,2012,SP,Grupo Especial,"Verás que o filho fiel não foge a luta: Lula, o retrato de uma nação",,
gavioes-da-fiel,Gaviões da Fiel,2013,SP,Grupo Especial,Ser Fiel é a alma do negócio,"José Rifai, Ernesto Teixeira, André União, Fadico, Murillo, Alex, Bruno Muleki",
gavioes-da-fiel,Gaviões da Fiel,2014,SP,Grupo Especial,"R9, o voo real do fenômeno","José Rifai, Ernesto Teixeira, Grandão, Preto, Cainã, Sukata, Netinho da Carioca e Max",
gavioes-da-fiel,Gaviões da Fiel,2015,SP,Grupo Especial,"No jogo enigmático das cartas, desvendem os mistérios e façam suas apostas, pois a sorte está lançada",,
gavioes-da-fiel,Gaviões da Fiel,2016,SP,Grupo Especial,"É Fantástico ! Imagine, admire e sinta!",,
gavioes-da-fiel,Gaviões da Fiel,2017,SP,Grupo Especial,"Com as mãos e a garra de um povo sonhador, surge o contraste de uma nova metrópole - Sampa, lugar de sonhos, oportunidades e esperança","Moraes, Lubé LK, Renato do Pandeiro, Edmílson, Rogério, Maurição, Gledão e Vini",
gavioes-da-fiel,Gaviões da Fiel,2018,SP,Grupo Especial,"Guarus – Na aurora da criação, a profecia Tupi…Prosperidade e paz aos mensageiros de Rudá","Luciano Costa, Bruno Muleki, Totonho, Alex, Fabio Palácio, Neto, Reinaldo Jr. e Fadico",
gavioes-da-fiel,Gaviões da Fiel,2019,SP,Grupo Especial,A Saliva do Santo e o Veneno da Serpente,Grego e Magal,
gavioes-da-fiel,Gaviões da Fiel,2020,SP,Grupo Especial,"Um não sei que, que nasce não sei onde, vem não sei como e explode não sei porquê...","Rafael Falanga, Luciano Rosa, Biro-Biro, Portugal e William Tadeu",
gavioes-da-fiel,Gaviões da Fiel,2022,SP,Grupo Especial,Basta!,,
gavioes-da-fiel,Gaviões da Fiel,2023,SP,Grupo Especial,"Em nome do Pai, dos Filhos, dos Espíritos e dos Santos… Amém!",,
gavioes-da-fiel,Gaviões da Fiel,2024,SP,Grupo Especial,Vou Te Levar Pro Infinito,"Grandão Sukata, Guga Pacheco, Claudio Mattos, Juliano Souza da Cuíca, Japa Ovelha JB",
gavioes-da-fiel,Gaviões da Fiel,2025,SP,Grupo Especial,Irin Ajó Emi Ojisé,"Grandão, Sukata, José Rifai, Ovelha JB, Juliano, Guga Pacheco, Gabriel Lima, Japa Mooca, Wesley, Morganti, Andrezinho, B. Cardoso, Gladzik, Renne Rocha e Dentinho do Morro",
gavioes-da-fiel,Gaviões da Fiel,2026,SP,Grupo Especial,Vozes Ancestrais para um Novo Amanhã,"Renato do Pandeiro, Rica Leite, Luciano Rosa, Cacá, Vini, Beto Cabeça, Don Souza, Portuga, Alves, Willian Tadeu e Biro",
grande-rio,Acadêmicos do Grande Rio,1972,RJ,Grupo 2,A Outra Força do Brasil,"Divo, Quinca e Cabral",
grande-rio,Acadêmicos do Grande Rio,1973,RJ,Grupo 3,Riquezas do Brasil,,
grande-rio,Acadêmicos do Grande Rio,1974,RJ,Grupo 3,"Carnaval, Você Conhece Haroldo Lobo?",,
grande-rio,Acadêmicos do Grande Rio,1975,RJ,Grupo 3,"Ubajara, o Eterno Mistério do Ceará",,
grande-rio,Acadêmicos do Grande Rio,1976,RJ,Grupo 3,A Princesa Aqualtune do Quilombo dos Palmares,,
grande-rio,Acadêmicos do Grande Rio,1977,RJ,Grupo 2,Os Precursores,"Pedro Paulo, Ariel Matias e Jair de Caxias",Ariel Matias
grande-rio,Acadêmicos do Grande Rio,1978,RJ,Grupo 3,Devaneios de Um Pierrot,,
grande-rio,Acadêmicos do Grande Rio,1979,RJ,Grupo 2-B,Imagens do Nordeste Místico,,Irani Silva
grande-rio,Acadêmicos do Grande Rio,1980,RJ,Grupo 2-A,"Místico, Mágico e Divino",,
grande-rio,Acadêmicos do Grande Rio,1981,RJ,Grupo 2-A,As Grandes Festas do Rio nas Quatro Estações do Ano,"Barbeirinho, José Eduardo, Vadinho e Waldemar Rocha",
grande-rio,Acadêmicos do Grande Rio,1982,RJ,Grupo 2-A,Apoteose com Flores,,
grande-rio,Acadêmicos do Grande Rio,1983,RJ,Grupo 2-B,"Alegria, Tristeza, Alegria, Lágrimas",,
grande-rio,Acadêmicos do Grande Rio,1984,RJ,Grupo 2-B,De Roma Pagã ao Esplendor da Cidade Maravilhosa,,
grande-rio,Acadêmicos do Grande Rio,1985,RJ,Grupo 2-B,"Brasil, Onde o Verde É Mais Verde e o Azul É Mais Azul","Nilton Baiano, Lamy Silva e Barbeirinho",Carlinhos Silva
grande-rio,Acadêmicos do Grande Rio,1986,RJ,Grupo 2-B,"Ui, que Medo. Crenças e Crendices Brasileiras Através dos Tempos","Didi da Bela Vista, Luiz Caxias e Guinho da Bela Vista",Carlinhos Silva e Joel Conceição
grande-rio,Acadêmicos do Grande Rio,1987,RJ,Grupo 3,"Flicts, Uma Cor à Procura de Sua Identidade",,
grande-rio,Acadêmicos do Grande Rio,1988,RJ,Grupo 3,O amigo da Madrugada Contra as Feras Multinacionais,,
grande-rio,Acadêmicos do Grande Rio,1989,RJ,Grupo 3,O Mito Sagrado de Ifé,Licinho e Nilson Kanema,
grande-rio,Acadêmicos do Grande Rio,1990,RJ,Grupo 1,Porque Sou Carioca?,"Adão Conceição, G. Martins e Barberinho",Wantuir
grande-rio,Acadêmicos do Grande Rio,1991,RJ,Grupo Especial,"Antes, Durante e Depois, o Despertar do Homem","Andrade, Ventura e Léo",Domingos da Costa Ferreira (Dominguinhos do Estácio)
grande-rio,Acadêmicos do Grande Rio,1992,RJ,Grupo 1,Águas Claras para Um Rei Negro,"G. Martins, Adão Conceição, Barberinho, Queirós, e Nilson Kanema",David do Pandeiro e Wantuir
grande-rio,Acadêmicos do Grande Rio,1993,RJ,Grupo Especial,No Mundo da Lua,"Nêgo, Jacy Inspiração, Mais Velho, G. Martins, Dicró, etc.",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1994,RJ,Grupo Especial,Os Santos que a África não Viu,"Helinho 107, Rocco Filho, Roxidiê e Mais Velho",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1995,RJ,Grupo Especial,Estória para Ninar Um Povo Patriota,"Paulo Mumunha, Adão Conceição, Marcos do Açougue e Anísio Silva",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1996,RJ,Grupo Especial,Na Era dos Felipes o Brasil Era Espanhol,"Barbeirinho, Bebeto do Arrastão e Jailson da Grande Rio",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1997,RJ,Grupo Especial,"Madeira-Mamoré, a Volta dos que não Foram Lá no Guaporé","Sabará, Muralha, Jarbas da Cuíca e Grajaú",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1998,RJ,Grupo Especial,"Prestes , o Cavaleiro da Esperança","João Carlos, Carlinhos Fiscal e Quaresma",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,1999,RJ,Grupo Especial,"Ei, ei, ei, Chateau É Nosso Rei!","Nêgo, Barbeirinho e Derê",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,2000,RJ,Grupo Especial,"Carnaval à Vista - Não Fomos Catequizados, Fizemos Carnaval","J. Mendonça, Pedrinho, Messias e Mingau",Edson Feliciano Marcondes (Negô)
grande-rio,Acadêmicos do Grande Rio,2001,RJ,Grupo Especial,"Gentileza, o Profeta Saído do Fogo","Cláudio Russo, Zé Luiz, Carlos Santos e Ciro",Melquisedeque Marins Marques (Quinho)
grande-rio,Acadêmicos do Grande Rio,2002,RJ,Grupo Especial,Os Papagaios Amarelos nas Terras Encantadas do Maranhão,Alailson Cruz e Agenor Neto,Melquisedeque Marins Marques (Quinho)
grande-rio,Acadêmicos do Grande Rio,2003,RJ,Grupo Especial,O Nosso Brasil que Vale...,"Mingau, Derê e Marcos Moreno",Wander Pires
grande-rio,Acadêmicos do Grande Rio,2004,RJ,Grupo Especial,"Vamos Vestir a Camisinha, Meu Amor!","Derê, Mingal, Marco Moreno e Djalma Falcão",Wander Pires
grande-rio,Acadêmicos do Grande Rio,2005,RJ,Grupo Especial,Alimentar o Corpo e a Alma Faz Bem!,"Barberinho, Competência, Bitar, Marcelo, Levi, Licinho, Deré, Mingal, Leleco e Ciro",Wander Pires
grande-rio,Acadêmicos do Grande Rio,2006,RJ,Grupo Especial,"Amazonas, o Eldorado É Aqui","Marcio das Camisas, Mariano Araújo, Gilbertinho e Professor Elísio",Bruno Ribas
grande-rio,Acadêmicos do Grande Rio,2007,RJ,Grupo Especial,"Caxias, dos Caminhos de Passagem ao Caminho do Progresso, Um Retrato do Brasil","Márcio das Camisas, Professor Elísio, Mariano Araújo e Robson Moratelli",Wander Pires
grande-rio,Acadêmicos do Grande Rio,2008,RJ,Grupo Especial,"Do Verde de Coarí, Vem Meu Gás, Sapucaí!","Mingau, Emerson Dias, Edu da Penha e Maurição",Wander Pires
grande-rio,Acadêmicos do Grande Rio,2009,RJ,Grupo Especial,"Voilá , Caxias! Para Sempre Liberté, Egalité, Fraternité. Merci Beaucoup, Brésil! Não Tem de Quê!","Deré, Emerson Dias, Rafael Ribeiro e Mingau",Wantuir
grande-rio,Acadêmicos do Grande Rio,2010,RJ,Grupo Especial,"Das Arquibancadas ao Camarote N.º 1. Um ""Grande Rio"" de Emoção na Apoteose do Seu Coração!","G.Martins, Barbeirinho, Levi, Chico, Isaac, Juarez, Mingau, Arlindo Cruz, Da Lua, Rafael Ribeiro, Carlos Senna e Emerson",Wantuir
grande-rio,Acadêmicos do Grande Rio,2011,RJ,,Y-Jurerê Mirim - A encantadora ilha das bruxas (Um conto de Cascaes),"Edispuma, Licinho Jr., Marcelinho Santos e Foca",Wantuir
grande-rio,Acadêmicos do Grande Rio,2012,RJ,Grupo Especial,Eu Acredito em Você! E Você?,"Edispuma, Licinho Jr., Marcelinho Santos e Foca",Wantuir
grande-rio,Acadêmicos do Grande Rio,2013,RJ,Grupo Especial,Amo o Rio e Vou à Luta... Ouro Negro sem Disputa!,"Mingau, Junior Fraga, Deré, Mingauzinho e Arlindo Neto",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2014,RJ,Grupo Especial,"Verdes Olhos de Maysa Sobre o Mar, no Caminho: Maricá","Deré, Robson Moratelli, Rafael Ribeiro, Hugo e Toni Vietnã",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2015,RJ,Grupo Especial,A Grande Rio É do Baralho !,"Rafael Santos, Lucas Donato, Gabriel Sorriso, Leandro Canavarro e Rodrigo Moreira",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2016,RJ,Grupo Especial,"Fui no Itororó Beber Água, não Achei. Mas Achei a Bela Santos, e por Ela Me Apaixonei...","Márcio das Camisas, Mariano Araújo, Competência, Kaká e Dinho",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2017,RJ,Grupo Especial,Ivete do Rio ao Rio,"Paulo Onça, Kaká, Alan Vasconcelos, Dinho Artigliri, Rubem Gordinho e Marco Moreno",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2018,RJ,Grupo Especial,Vai para o Trono ou não Vai?,"Edispuma, Licinho JR, JL Escafura, Marcelinho Santos, Gylnei Bueno e Hélio Oliveira",Emerson Dias
grande-rio,Acadêmicos do Grande Rio,2019,RJ,Grupo Especial,Quem Nunca…? Que Atire a Primeira Pedra,"Cláudio Russo, André Diniz, Moacyr Luz, Gê Martins, Licinho Júnior e Elias Bililico",Evandro Malandro
grande-rio,Acadêmicos do Grande Rio,2020,RJ,Grupo Especial,Tata Londirá - O Canto do Caboclo no Quilombo de Caxias,"Dere, Robson Moratelli, Rafael Ribeiro e Toni Vietnã",Evandro Malandro
grande-rio,Acadêmicos do Grande Rio,2021,RJ,,"Fala, Majeté! Sete chaves de Exu",,Evandro Malandro
grande-rio,Acadêmicos do Grande Rio,2022,RJ,Grupo Especial,"Fala, Majeté! Sete Chaves de Exu","Gustavo Clarão, Arlindinho Cruz, Jr. Fragga, Claudio Mattos, Thiago Meiners e Igor Leal",Evandro Malandro
grande-rio,Acadêmicos do Grande Rio,2023,RJ,Grupo Especial,"Ô Zeca , o Pagode Onde É que É? Andei Descalço, Carroça e Trem, Procurando por Xerém, Pra Te Ver, Pra Te Abraçar, Pra Beber e Batucar!","Igor Leal, Arlindinho, Diogo Nogueira, Myngal, Mingauzinho e Gustavo Clarão",Evandro Malandro
grande-rio,Acadêmicos do Grande Rio,2024,RJ,Grupo Especial,Nosso Destino É Ser Onça,,
grande-rio,Acadêmicos do Grande Rio,2025,RJ,Grupo Especial,Pororocas Parawaras: As Águas dos Meus Encantos nas Contas dos Curimbós,,Evandro Malandri
grande-rio,Acadêmicos do Grande Rio,2026,RJ,Grupo Especial,A Nação do Mangue,,
imperatriz,Imperatriz Leopoldinense,1960,RJ,Campeonato Dep. de Turismo e Certames,Homenagem à Academia Brasileira de Letras,Raymundo dos Santos Martins,
imperatriz,Imperatriz Leopoldinense,1961,RJ,Desfile preliminar,Riquezas e Maravilhas do Brasil,Riquezas e maravilhas do Brasil,
imperatriz,Imperatriz Leopoldinense,1962,RJ,Grupo 2,"Rio no Século XVIII, Apoteose a Carlos Gomes de Andrade, o Conde de Bobadela",Raymundo dos Santos Martins,
imperatriz,Imperatriz Leopoldinense,1963,RJ,Grupo 2,As Três Capitais,Maurílio da Penha Aparecida e Silva (Bidi),
imperatriz,Imperatriz Leopoldinense,1964,RJ,Grupo 2,"A Favorita do Imperador, Marquesa de Santos",Maurílio da Penha Aparecida e Silva (Bidi),
imperatriz,Imperatriz Leopoldinense,1965,RJ,Grupo 1,Homenagem ao Brasil no IV Centenário do Rio de Janeiro,Mathias de Freitas,
imperatriz,Imperatriz Leopoldinense,1966,RJ,Grupo 2,Monarquia e Esplendor da História,Mathias de Freitas,
imperatriz,Imperatriz Leopoldinense,1967,RJ,Grupo 1,A Vida Poética de Olavo Bilac,Maurílio da Penha Aparecida e Silva (Bidi),Dom Barbosa
imperatriz,Imperatriz Leopoldinense,1968,RJ,Grupo 2,Bahia em Festa,Maurílio da Penha Aparecida e Silva (Bidi),
imperatriz,Imperatriz Leopoldinense,1969,RJ,Grupo 1,"Brasil, Flor Amorosa de Três Raças",Carlinhos Sideral e Mathias de Freitas,
imperatriz,Imperatriz Leopoldinense,1970,RJ,Grupo 1,"Oropa, França e Bahia",Carlinhos Sideral e Mathias de Freitas,Mathias de Freitas
imperatriz,Imperatriz Leopoldinense,1971,RJ,Grupo 1,"Barra de Ouro, Barra de Rio, Barra de Saia",Niltinho Tristeza e Zé Catimba,Mathias de Freitas
imperatriz,Imperatriz Leopoldinense,1972,RJ,Grupo 1,Martim Cererê,Zé Catimba e Gibi,Júlia e Conjunto Nosso Samba
imperatriz,Imperatriz Leopoldinense,1973,RJ,Grupo 1,ABC do Carnaval à Maneira da Literatura de Cordel,"Nelson Lima, Caxambu e G.R.E.S. Imperatriz Leopoldinense",Dom Barbosa e Júlia
imperatriz,Imperatriz Leopoldinense,1974,RJ,Grupo 1,"Réquiem por Um Sambista, Silas de Oliveira","Cosme, Damião e Guga",Jorge Goulart e Wilson Corrêa
imperatriz,Imperatriz Leopoldinense,1975,RJ,Grupo 1,A Morte da Porta-Estandarte,"Wálter da Imperatriz, Nélson Lima, Caxambu e Denir Lobo",Jorge Goulart e Tuninho
imperatriz,Imperatriz Leopoldinense,1976,RJ,Grupo 1,Por Mares Nunca Dantes Navegados,"Gibi, Sereno e Guga",Jeremias Ferraz
imperatriz,Imperatriz Leopoldinense,1977,RJ,Grupo 1,Viagens Fantásticas às Terras de Ibirapitanga,"Wálter da Imperatriz, Carlinhos Madrugada e Nélson Lima",Sônia Lemos e Juninho
imperatriz,Imperatriz Leopoldinense,1978,RJ,Grupo 2,Vamos Brincar de Ser Criança,"Guga, Tuninho, Aranha, Zé Catimba e Sereno",Antonio Sérgio Ramos Teixeira (Tuninho Professor)
imperatriz,Imperatriz Leopoldinense,1979,RJ,Grupo 1-A,"Oxumaré, a Lenda do Arco-íris","Gibi, Darci Nascimento e Dominguinhos do Estácio",Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1980,RJ,,O Que é Que a Bahia Tem,Darci Nascimento e Dominguinhos do Estácio,Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1981,RJ,Grupo 1-A,O Teu Cabelo Não Nega,"Gibi, Serjão e Zé Catimba",Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1982,RJ,Grupo 1-A,Onde Canta o Sabiá,"Tuninho, Dominguinhos do Estácio e Darci Nascimento",Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1983,RJ,Grupo 1-A,O Rei da Costa do Marfim Visita Chica da Silva em Diamantina,"Matias de Freitas, Carlinhos Boemia e Nelson Lima",Gera
imperatriz,Imperatriz Leopoldinense,1984,RJ,Desfile de segunda-feira,Alô Mamãe,"Velha, Guga, Tuninho e Alvinho",Antonio Sérgio Ramos Teixeira (Tuninho Professor)
imperatriz,Imperatriz Leopoldinense,1985,RJ,Grupo 1-A,"Adolã, a Cidade Mistério","Carlinhos Sideral, Doutor, Amaurizão e Guga",Amauri de Paula (Preto Jóia)
imperatriz,Imperatriz Leopoldinense,1986,RJ,Grupo 1-A,Um Jeito pra Ninguém Botar Defeito,"Niltinho Tristeza, Guga, Jurandir e Tuninho","Tuninho, Guga e Alexandre"
imperatriz,Imperatriz Leopoldinense,1987,RJ,Grupo 1,Estrela Dalva,"Zé Catimba, Guga, Niltinho Tristeza e Bil Amizade",Alexandre da Imperatriz e Rico Medeiros
imperatriz,Imperatriz Leopoldinense,1988,RJ,Grupo 1,Conta Outra que Essa Foi Boa,"Zeca Catimba, Gabi, David Corrêa e Guga",Alexandre da Imperatriz
imperatriz,Imperatriz Leopoldinense,1989,RJ,Grupo 1,"Liberdade, Liberdade, Abre as Asas sobre Nós","Niltinho Tristeza, Preto Jóia, Vicentinho e Jurandir",Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1990,RJ,Grupo Especial,"Terra Brasilis, o Que Se Plantou Deu","Zé Catimba, Preto Jóia, Tuninho Petróleo, Baianinho e Jorginho da Barreira",Domingos da Costa Ferreira (Dominguinhos do Estácio)
imperatriz,Imperatriz Leopoldinense,1991,RJ,Grupo Especial,O quê É que a Banana Tem?,"Preto Jóia, Niltinho Tristeza, Tuninho, Guga, Guará da Empresa e Flavinho",Amauri de Paula (Preto Jóia)
imperatriz,Imperatriz Leopoldinense,1992,RJ,Grupo Especial,Não Existe Pecado do Lado de Baixo do Equador,"Tuninho Professor, Jurandir, Edinho e Nilson Melodia",Amauri de Paula (Preto Jóia)
imperatriz,Imperatriz Leopoldinense,1993,RJ,Grupo Especial,Marquês Que É Marquês do Sassarico É Freguês,"Marcio André, Alvinho, Aranha e Alexandre da Imperatriz",Preto Jóia e Rixxa
imperatriz,Imperatriz Leopoldinense,1994,RJ,Grupo Especial,Catarina de Médicis na Corte dos Tupinambôs e Tabajeres,"Marcio André, Alvinho, Aranha e Alexandre da Imperatriz",Amauri de Paula (Preto Jóia)
